exac_id,name,permanent
,Role Of Army Chaplains Corps.NOTE: Check for accurate title,FALSE
,The Western Hemisphere Looks at its Future,FALSE
,Native Life in Alaska,FALSE
,Velvet Wings,FALSE
,Life of Indians Today,FALSE
,"""Black Orloff"" Diamond",FALSE
,Paintings by Captain Brett Hilder,FALSE
,Sculptors Guild Anniversary Exhibit,FALSE
,Nature Forms in Art- Where the Artist Gets His Ideas,FALSE
,Work Of Winners of Army Art Contest,FALSE
,Queens Pigeon Fanciers Show,FALSE
,Paintings of Peru,FALSE
,The World at Your Threshold,FALSE
,Flowers of Mexico,FALSE
,Dry Flies used in Trout Fishing NOTE: Check for accurate title,FALSE
,Paintings of Weather,FALSE
,Flowers of Costa Rica,FALSE
,Indian Ceremonial Sand Paintings ,FALSE
,Patterns in Seaweed,FALSE
,A Designer's Interpretation of Nature,FALSE
,Life Mask of Abraham Lincoln,FALSE
,Heart's a-bustin' with Love,FALSE
,Flora and Fauna,FALSE
,It's Spring!,FALSE
,"Original Illustrations for ""Hoofed Mammals of the World""",FALSE
,Faces of India,FALSE
,Archeological Ruins in Central America,FALSE
,"Raffles, World's Most Famous Talking Bird",FALSE
,Tribal Women of South Africa ,FALSE
,Philippine Costumes,FALSE
,Live Army Ants On Display,FALSE
,Watercolors By Natives of Southwest,FALSE
,Contemporary Arts and Crafts of India,FALSE
,Birds in Color,FALSE
,North American Indian Costumes 1564-1860,FALSE
,Albert Schweitzer: Europe and Africa,FALSE
,Ninth Annual Show of the Queens Pigeon Fanciers,FALSE
,"The ""Transparent Woman""",FALSE
,Peking- a Reminiscence,FALSE
,Mexico,FALSE
,Birds of Argentina,FALSE
,Japanese Children,FALSE
,Woodcuts of New Zealand,FALSE
,Face to Face,FALSE
,"Live Tarantulas, Black Widow Spiders, Scorpions and Whip Scorpions",FALSE
,Men of One Mind,FALSE
,Paintings of Weather,FALSE
,Life Mask of Abraham Lincoln,FALSE
,Carl Bodmer Paints the Indian Frontier,FALSE
,La Pasion en Ixtapalapa,FALSE
,Russian Easter Eggs,FALSE
,Scientific Illustrations,FALSE
,The Shore at Ebb Tide,FALSE
,Life in a Honey Bee Colony,FALSE
,Art of the Cyrene Mission,FALSE
,Tritylodont,FALSE
,Through a Child's Eyes,FALSE
,Birds of the New York Area,FALSE
,David and the Sea Gulls,FALSE
,The Face of India,FALSE
,"Cold Hands, Cold Feet",FALSE
,Plant Portraits,FALSE
,Seventh North American Big Game Competition of the Boone and Crockett Club,FALSE
,Patterns in Nature,FALSE
,"Gyotaku, the Art of the Fish Print",FALSE
,Cast of a Modern Coelacanth,FALSE
,George Catlin Indian Paintings,FALSE
,The Red People,FALSE
,Tibetan Banners,FALSE
,The Enduring Navaho,FALSE
,To Make To Know How,FALSE
,Rare Dinosaur Egg,FALSE
,The Anatomy of Nature,FALSE
,Viking Axe,FALSE
,Outer Mongolia,FALSE
,Busmen's Holiday,FALSE
,An Ancient Peruvian Robe,FALSE
,"Pup, Cub and Kitten",FALSE
,Theodore Roosevelt Centennial,FALSE
,Field Sketches of Birds by Louis Agassiz Fuertes,FALSE
,The Eighth North American Big Game Competition of the Boone and Crockett Club,FALSE
,Satellite:First Step To Space,FALSE
,Animals in Sculpture by Three Americans,FALSE
,Tunis to Cape Town,FALSE
,A Child's World of Nature,FALSE
,Theodore Roosevelt Park,FALSE
,Sea Peoples of the Sulu Archipelago,FALSE
,Wild Flowers of Switzerland,FALSE
,The Roof of the World,FALSE
,Australian Bark Paintings,FALSE
,Charles Darwin: The Evolution of An Evolutionist,FALSE
,People of Morocco,FALSE
,Next Step Into Space,FALSE
,Surinam Portfolio,FALSE
,Life Mask of Abraham Lincoln,FALSE
,Life Mask of Abraham Lincoln,FALSE
,Live Katydids ,FALSE
,Yellow Katydid Joins Display,FALSE
,A Maya Masterpiece In Clay,FALSE
,Antarctica Fossil (* NOTE: Title of Exhibit unknown),FALSE
,Exhibit of the Month-African Figurine,FALSE
,District 5 Spring Art Festival,FALSE
,Butterflies of a New York Spring,FALSE
,Nature and the Camera,FALSE
,Exhibit of the Month: a jewelled Nepalese Plaque,FALSE
,Exhibit of the Month: Pre-Columbian Clay Figurines,FALSE
,Exhibit of the Month: Ipiutak Death Mask,FALSE
,Exhibit of the Month: Rare Japanese Theater Masks,FALSE
,"""Speaking of Animals( By Studying Animals Man is Discovering Himself)""",FALSE
,Exhibit of the Month: Live New Guinea Pythons,FALSE
,100 Years of Wonder: The Story of The American Museum of Natural History,FALSE
,Exhibit of the Month: The Life of Barnacles,FALSE
,Exhibit of the Month: The Original Act of Incorporation of the American Museum of Natural History,FALSE
,"Exhibit of the Month: Original Watercolors Illustrating Eagles, Hawks and Falcons of the World",FALSE
,Newly Hatched Pink Katydids,FALSE
,Exhibit of the Month: Three types of Rocks,FALSE
,Exhibit of the Month: Rare letter and portrait of Baron Alexander von Humboldt,FALSE
,Exhibit of the Month: Extinction of the Brown Pelican,FALSE
,Exhibit of the Month: The crown-of-thorns starfish,FALSE
,Moon Rock From Apollo 11,FALSE
,Periodical Cicada,FALSE
,Exhibit of the Month: Live Praying Mantis,FALSE
,Art Work from I.S. 201,FALSE
,"Sauropod Embryos from Patagonia,",FALSE
,Primates: The Jean Baulu Collections of Antique Prints,FALSE
,"Photographs from the Middle Sepik River, 1953–54",FALSE
,"Kings, Chiefs, Women of Power",FALSE
,"Africa: Explorations and Expeditions,",FALSE
,Sacred Mountains of the World,FALSE
,The Butterfly Conservatory: Butterflies Alive in Winter,FALSE
,Wildlife Photographer of the Year,FALSE
,Cuerpos Pintados,FALSE
,Reaching for the Stars: Frederick Phineas & Sandra Priest Rose Center for Earth and Space,FALSE
,Shinkai 6500 Submersible,FALSE
,"Full Moon: Apollo Mission Photographs of the Lunar Landscape,",FALSE
,The Butterfly Conservatory: Tropical Butterflies Alive in Winter,FALSE
,Vikings: The North Atlantic Saga,FALSE
,"Iceland, Land of the Vikings",FALSE
,Icarosaurus: Ancient Gliding Reptile,FALSE
,Mongolia Observed: Photographs Present and Past,FALSE
,Celebrating the Work of Margaret Mead: A World of Families,FALSE
,The Butterfly Conservatory: Tropical Butterflies Alive in Winter,FALSE
,Ancient Microworlds: The Beauty of Fossils,FALSE
,New Evidence: A Feathered Dinosaur,FALSE
,"Measuring Time, Examining Space: Historical Instruments from the Hayden Planetarium Collection",FALSE
,Remains of a Rainbow: Rare Plants and Animals of Hawaii,FALSE
,Under Antarctic Ice: Norbert Wu Photographs ,FALSE
,The Butterfly Conservatory,FALSE
,Flag from the World Trade Center,FALSE
,Moveable Museum on Space,FALSE
,The Butterfly Conservatory,FALSE
,The Bedouin of Petra,FALSE
,Discovering Vietnam’s Biodiversity,FALSE
,Vital Variety: A Visual Celebration of Invertebrate Biodiversity,FALSE
,Art in Nature: The Photographs of John Daido Loori ,FALSE
,Fall Colors Across North America,FALSE
,The Butterfly Conservatory,FALSE
,The Butterfly Conservatory,FALSE
,Exploring Bolivia’s Biodiversity,FALSE
,"Dinosaur Hunters: New Fossils Rewrite History, Repenomamus robustus",FALSE
,Sunscapes: Our Magnetic Star,FALSE
,The Butterfly Conservatory,FALSE
,Yellowstone to Yukon,FALSE
,The Butterfly Conservatory,FALSE
,Underwater Oasis,FALSE
,The Butterfly Conservatory,FALSE
,Lizards and Snakes: Alive!,FALSE
,On Feathered Wings: Birds in Flight,FALSE
,Saturn: Images from the Cassini-Huygens Mission,FALSE
,The Horse,FALSE
,The Butterfly Conservatory,FALSE
,Frogs: A Chorus of Colors,FALSE
,Extreme Mammals,FALSE
,Spider Silk,FALSE
,Highway of An Empire: The Great Inca Road,FALSE
,Silk Road,FALSE
,Wallace Cabinet,FALSE
,Lizards and Snakes: Alive!,FALSE
,Race to the End of the Earth,FALSE
,The Butterfly Conservatory: Butterflies Alive in Winter,FALSE
,Wittelsbach-Graff Diamond,FALSE
,Brain: The Inside Story,FALSE
,Body and Spirit: Tibetan Medical Tangkas,FALSE
,The World’s Largest Dinosaurs,FALSE
,Frogs: A Chorus of Colors,FALSE
,Picturing Science: Museum Scientists and Imaging Technologies,FALSE
,The Butterfly Conservatory: Butterflies Alive in Winter,FALSE
,Beyond Planet Earth: The Future of Space Exploration,FALSE
,Creatures of Light: Nature’s Bioluminescence ,FALSE
,Spiders Alive!,FALSE
,Winged Tapestries: Moths at Large,FALSE
,The Butterfly Conservatory,FALSE
,"Our Global Kitchen: Food, Nature, Culture",FALSE
,Whales: Giants of the Deep,FALSE
,Google 4 Doodle,FALSE
,Frogs: A Chorus of Colors,FALSE
,The Butterfly Conservatory,FALSE
,Natural Histories: 400 Years of Scientific Illustration from the Museum’s Library ,FALSE
,A:shiwi A:wan Ulohnanne—The Zuni World,FALSE
,The Power of Poison,FALSE
,The Exosuit,FALSE
,Pterosaurs: Flight in the Age of Dinosaurs,FALSE
,Spiders Alive!,FALSE
amnhc_4000001,American Museum of Natural History. Akeley Gallery.,TRUE
amnhc_4000002,American Museum of Natural History. Akeley Hall of African Mammals.,TRUE
amnhc_4000003,American Museum of Natural History. Anne and Bernard Spitzer Hall of Human Origins.,TRUE
amnhc_4000004,American Museum of Natural History. Arthur Ross Hall of Meteorites.,TRUE
amnhc_4000005,American Museum of Natural History. Audubon Gallery.,TRUE
amnhc_4000006,American Museum of Natural History. Bashford Dean Hall of Fossil Fishes.,TRUE
amnhc_4000007,American Museum of Natural History. Bernard Family Hall of North American Mammals.,TRUE
amnhc_4000008,American Museum of Natural History. Bird Art Gallery. ,TRUE
amnhc_4000009,American Museum of Natural History. Building Stones (Exhibit),TRUE
amnhc_4000010,American Museum of Natural History. Chinese and Siberian Collections (Hall),TRUE
amnhc_4000011,American Museum of Natural History. Collections from the Philippine Islands.,TRUE
amnhc_4000012,American Museum of Natural History. Corner Gallery.,TRUE
amnhc_4000013,American Museum of Natural History. Darwin Hall.,TRUE
amnhc_4000014,American Museum of Natural History. Eskimo Hall.,TRUE
amnhc_4000015,American Museum of Natural History. Felix M. Warburg Memorial Hall of New York State Environment.,TRUE
amnhc_4000016,American Museum of Natural History. Fishes (Exhibit),TRUE
amnhc_4000017,American Museum of Natural History. Fossil Fish Hall.,TRUE
amnhc_4000018,American Museum of Natural History. Gallery 3.,TRUE
amnhc_4000019,American Museum of Natural History. Gallery 77.,TRUE
amnhc_4000020,American Museum of Natural History. Gardner D. Stout Hall of Asian Peoples.,TRUE
amnhc_4000021,American Museum of Natural History. Grand Gallery.,TRUE
amnhc_4000022,American Museum of Natural History. Hall of African Peoples.,TRUE
amnhc_4000023,American Museum of Natural History. Hall of Animal Behavior.,TRUE
amnhc_4000024,American Museum of Natural History. Hall of Biodiversity. ,TRUE
amnhc_4000025,American Museum of Natural History. Hall of Birds of the World. ,TRUE
amnhc_4000026,American Museum of Natural History. Hall of Early Dinosaurs.,TRUE
amnhc_4000027,American Museum of Natural History. Hall of Early Mammals.,TRUE
amnhc_4000028,American Museum of Natural History. Hall of Eastern Woodlands Indians.,TRUE
amnhc_4000029,American Museum of Natural History. Hall of Fishes of the World.,TRUE
amnhc_4000030,American Museum of Natural History. Hall of Geology and Invertebrate Palaeontology.,TRUE
amnhc_4000031,American Museum of Natural History. Hall of Human Biology.,TRUE
amnhc_4000032,American Museum of Natural History. Hall of Late Dinosaurs.,TRUE
amnhc_4000033,American Museum of Natural History. Hall of Late Mammals.,TRUE
amnhc_4000034,American Museum of Natural History. Hall of Living Invertebrates.,TRUE
amnhc_4000035,American Museum of Natural History. Hall of Mammals. ,TRUE
amnhc_4000036,American Museum of Natural History. Hall of Mexico and Central America.,TRUE
amnhc_4000037,American Museum of Natural History. Hall of Mollusks and Mankind.,TRUE
amnhc_4000038,American Museum of Natural History. Hall of Mongolian Vertebrates.,TRUE
amnhc_4000039,American Museum of Natural History. Hall of New York City Birds.,TRUE
amnhc_4000040,American Museum of Natural History. Hall of New York State Mammals.,TRUE
amnhc_4000041,American Museum of Natural History. Hall of North American Forests.,TRUE
amnhc_4000042,American Museum of Natural History. Hall of Northwest Coast Indians.,TRUE
amnhc_4000043,American Museum of Natural History. Hall of Oil Geology.,TRUE
amnhc_4000044,American Museum of Natural History. Hall of Ornithischian Dinosaurs.,TRUE
amnhc_4000045,American Museum of Natural History. Hall of Petrology.,TRUE
amnhc_4000046,American Museum of Natural History. Hall of Plains Indians.,TRUE
amnhc_4000047,American Museum of Natural History. Hall of Prehistoric Cultures.,TRUE
amnhc_4000048,American Museum of Natural History. Hall of Primates.,TRUE
amnhc_4000049,American Museum of Natural History. Hall of Primitive Mammals.,TRUE
amnhc_4000050,American Museum of Natural History. Hall of Public Health.,TRUE
amnhc_4000051,American Museum of Natural History. Hall of Reptiles and Amphibians. ,TRUE
amnhc_4000052,American Museum of Natural History. Hall of Saurischian Dinosaurs.,TRUE
amnhc_4000053,American Museum of Natural History. Hall of Small Mammals.,TRUE
amnhc_4000054,American Museum of Natural History. Hall of South American Peoples.,TRUE
amnhc_4000055,American Museum of Natural History. Hall of Asian Mammals. ,TRUE
amnhc_4000056,American Museum of Natural History. Hall of the Age of Man. ,TRUE
amnhc_4000057,American Museum of Natural History. Hall of the Natural History of Man. ,TRUE
amnhc_4000058,American Museum of Natural History. Hall of Vertebrate Origins.,TRUE
amnhc_4000059,American Museum of Natural History. Harry Frank Guggenheim Hall of Minerals.,TRUE
amnhc_4000060,American Museum of Natural History. Horse Under Domestication (Hall) ,TRUE
amnhc_4000061,American Museum of Natural History. Insect Hall.,TRUE
amnhc_4000062,American Museum of Natural History. Irma and Paul Milstein Family Hall of Ocean Life.,TRUE
amnhc_4000063,American Museum of Natural History. Jesup Collection of Building Stones.,TRUE
amnhc_4000064,American Museum of Natural History. John Lindsley Hall of Earth History. ,TRUE
amnhc_4000065,American Museum of Natural History. LeFrak Family Gallery.,TRUE
amnhc_4000066,American Museum of Natural History. LeFrak Theater Corridor.,TRUE
amnhc_4000067,American Museum of Natural History. Leonard C. Sanford Hall of North American Birds.,TRUE
amnhc_4000068,American Museum of Natural History. Mammals of the Polar Regions (Hall),TRUE
amnhc_4000069,American Museum of Natural History. Margaret Mead Hall of Pacific Peoples. ,TRUE
amnhc_4000070,American Museum of Natural History. Marine Reptiles (Hall),TRUE
amnhc_4000071,American Museum of Natural History. Maya Sculptures Mexican Textiles (Exhibit),TRUE
amnhc_4000072,American Museum of Natural History. Meteorites (Exhibit),TRUE
amnhc_4000073,American Museum of Natural History. Miriam and Ira D. Wallach Orientation Center. ,TRUE
amnhc_4000074,American Museum of Natural History. Morgan Memorial Hall of Gems.,TRUE
amnhc_4000075,American Museum of Natural History. New York State Exhibits.,TRUE
amnhc_4000076,American Museum of Natural History. North Asiatic Mammals (Hall),TRUE
amnhc_4000077,American Museum of Natural History. Osprey Group (Exhibit),TRUE
amnhc_4000078,American Museum of Natural History. Paul and Irma Milstein Hall of Advanced Mammals.,TRUE
amnhc_4000079,American Museum of Natural History. Polar Maps (Exhibit),TRUE
amnhc_4000080,American Museum of Natural History. Pro-Astronomic Hall.,TRUE
amnhc_4000081,American Museum of Natural History. Recent Fishes (Hall),TRUE
amnhc_4000082,American Museum of Natural History. Sanford Memorial Hall of the Biology of Birds.,TRUE
amnhc_4000083,American Museum of Natural History. Shell Hall.,TRUE
amnhc_4000084,American Museum of Natural History. Siberian Hall.,TRUE
amnhc_4000085,American Museum of Natural History. South Sea Island Hall.,TRUE
amnhc_4000086,American Museum of Natural History. Southwest Indian Hall.,TRUE
amnhc_4000087,American Museum of Natural History. Ward-Coonley Meteorites (Hall),TRUE
amnhc_4000088,American Museum of Natural History. Whitney Memorial Hall of Oceanic Birds.,TRUE
amnhc_4000089,Hayden Planetarium.,TRUE
amnhc_4000090,Hayden Planetarium. Astronomia (Gallery),TRUE
amnhc_4000091,Hayden Planetarium. Billy Rose Hall of the Sun.,TRUE
amnhc_4000092,Hayden Planetarium. Guggenheim Space Theater.,TRUE
amnhc_4000093,Hayden Planetarium. Hall of the Sun.,TRUE
amnhc_4000094,Hayden Planetarium. Main Lobby.,TRUE
amnhc_4000095,Hayden Planetarium. Meteorites and Tektites (Gallery),TRUE
amnhc_4000096,Hayden Planetarium. Outer Space Black Light Gallery.,TRUE
amnhc_4000097,Hayden Planetarium. Perkin Wing.,TRUE
amnhc_4000098,New York State Roosevelt Memorial.,TRUE
amnhc_4000099,Rose Center for Earth and Space. David S. and Ruth L. Gottesman Hall of Planet Earth.,TRUE
amnhc_4000100,Rose Center for Earth and Space. Dorothy and Lewis B. Cullman Hall of the Universe.,TRUE
amnhc_4000101,Rose Center for Earth and Space. Harriet and Robert Heilbrunn Cosmic Pathway.,TRUE
amnhc_4000102,Rose Center for Earth and Space. Hayden Big Bang Theater.,TRUE
amnhc_4000103,Rose Center for Earth and Space. Scales of the Universe (Exhibit),TRUE
amnhc_4000104,Rose Center for Earth and Space.,TRUE
,"American Museum of Natural History. Main Entrance, Central Park West.",TRUE
,American Museum of Natural History. 77th Street Entrance.,TRUE
,American Museum of Natural History. 81st Street Entrance.,TRUE
,American Museum of Natural History. Columbus Avenue Entrance.,TRUE
,American Museum of Natural History. Museum Exterior.,TRUE
amnhc_4000105,American Museum of Natural History. Hall of Dinosaurs.,TRUE
amnhc_4000106,American Museum of Natural History. Allen Hall of North American Mammals.,TRUE
